"Name","Source","Page","Size","Type","Alignment","AC","HP","Speed","Strength","Dexterity","Constitution","Intelligence","Wisdom","Charisma","Saving Throws","Skills","Damage Vulnerabilities","Damage Resistances","Damage Immunities","Condition Immunities","Senses","Languages","CR","Traits","Actions","Bonus Actions","Reactions","Legendary Actions","Mythic Actions","Lair Actions","Regional Effects","Environment","Treasure"
"Sprite","MM'25","298","Tiny","Fey","neutral good","15","10 (4d4)","10 ft., Fly 40 ft.","3","18","10","14","13","11","","Perception +3, Stealth +8","","","","","passive Perception 13","Common, Elvish, Sylvan","1/4 (XP 50; PB +2)","","Needle Sword. Melee Attack Roll: +6, reach 5 ft. Hit: 6 (1d4 + 4) Piercing damage.
Enchanting Bow. Ranged Attack Roll: +6, range 40/160 ft. Hit: 1 Piercing damage, and the target has the Charmed condition until the start of the sprite's next turn.
Heart Sight. Charisma Saving Throw: DC 10, one creature within 5 feet the sprite can see (Celestials, Fiends, and Undead automatically fail the save). Failure: The sprite knows the target's emotions and alignment.
Invisibility. The sprite casts Invisibility on itself, requiring no spell components and using Charisma as the spellcasting ability.","","","","","","","Forest, Planar (Feywild)","Armaments"
"Spy","MM'25","295","Small or Medium","Humanoid","neutral","12","27 (6d8)","30 ft., Climb 30 ft.","10","15","10","12","14","16","","Deception +5, Insight +4, Investigation +5, Perception +6, Sleight of Hand +4, Stealth +6","","","","","passive Perception 16","Common plus one other language","1 (XP 200; PB +2)","","Shortsword. Melee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6 + 2) Piercing damage plus 7 (2d6) Poison damage.
Hand Crossbow. Ranged Attack Roll: +4, range 30/120 ft. Hit: 5 (1d6 + 2) Piercing damage plus 7 (2d6) Poison damage.","Cunning Action. The spy takes the Dash, Disengage, or Hide action.","","","","","","Any","Individual, Implements"
"Steam Mephit","MM'25","208","Small","Elemental","neutral evil","10","17 (5d6)","30 ft., Fly 30 ft.","5","11","10","11","10","12","","Stealth +2","","","fire, poison","exhaustion, poisoned","Darkvision 60 ft., passive Perception 10","Primordial (Aquan, Ignan)","1/4 (XP 50; PB +2)","Blurred Form. Attack rolls against the mephit are made with Disadvantage unless the mephit has the Incapacitated condition.
Death Burst. The mephit explodes when it dies. Dexterity Saving Throw: DC 10, each creature in a 5-foot Emanation originating from the mephit. Failure: 5 (2d4) Fire damage. Success: Half damage.","Claw. Melee Attack Roll: +2, reach 5 ft. Hit: 2 (1d4) Slashing damage plus 2 (1d4) Fire damage.
Steam Breath (Recharge 6). Constitution Saving Throw: DC 10, each creature in a 15-foot Cone. Failure: 5 (2d4) Fire damage, and the target's Speed decreases by 10 feet until the end of the mephit's next turn. Success: Half damage only. Failure or Success: Being underwater doesn't grant Resistance to this Fire damage.","","","","","","","Planar (Elemental Planes)",""
"Stirge","MM'25","299","Tiny","Monstrosity","unaligned","13","5 (2d4)","10 ft., Fly 40 ft.","4","16","11","2","8","6","","","","","","","Darkvision 60 ft., passive Perception 9","—","1/8 (XP 25; PB +2)","","Proboscis. Melee Attack Roll: +5, reach 5 ft. Hit: 6 (1d6 + 3) Piercing damage, and the stirge attaches to the target. While attached, the stirge can't make Proboscis attacks, and the target takes 5 (2d4) Necrotic damage at the start of each of the stirge's turns.The stirge can detach itself by spending 5 feet of its movement. The target or a creature within 5 feet of it can detach the stirge as an action.","","","","","","","Desert, Forest, Grassland, Hill, Mountain, Swamp, Underdark, Urban",""
"Stone Giant","MM'25","300","Huge","Giant","neutral","17","126 (11d12 + 55)","40 ft.","23","15","20","10","12","9","Dex +5, Con +8, Wis +4","Athletics +12, Perception +4, Stealth +5","","","","","Darkvision 60 ft., passive Perception 14","Giant","7 (XP 2,900; PB +3)","","Multiattack. The giant makes two attacks, using Stone Club or Boulder in any combination.
Stone Club. Melee Attack Roll: +9, reach 15 ft. Hit: 22 (3d10 + 6) Bludgeoning damage.
Boulder. Ranged Attack Roll: +9, range 60/240 ft. Hit: 15 (2d8 + 6) Bludgeoning damage. If the target is a Large or smaller creature, it has the Prone condition.","","Deflect Missile (Recharge 5–6). Trigger: The giant is hit by a ranged attack roll and takes Bludgeoning, Piercing, or Slashing damage from it. Response: The giant reduces the damage it takes from the attack by 11 (1d10 + 6), and if that damage is reduced to 0, the giant can redirect some of the attack's force. Dexterity Saving Throw: DC 17, one creature the giant can see within 60 feet. Failure: 11 (1d10 + 6) Force damage.","","","","","Mountain, Underdark","Armaments"
"Stone Golem","MM'25","301","Large","Construct","unaligned","18","220 (21d10 + 105)","30 ft.","22","9","20","3","11","1","","","","","poison, psychic","charmed, exhaustion, frightened, paralyzed, petrified, poisoned","Darkvision 120 ft., passive Perception 10","Understands Common plus two other languages but can't speak","10 (XP 5,900; PB +4)","Immutable Form. The golem can't shape-shift.
Magic Resistance. The golem has Advantage on saving throws against spells and other magical effects.","Multiattack. The golem makes two attacks, using Slam or Force Bolt in any combination.
Slam. Melee Attack Roll: +10, reach 5 ft. Hit: 15 (2d8 + 6) Bludgeoning damage plus 9 (2d8) Force damage.
Force Bolt. Ranged Attack Roll: +9, range 120 ft. Hit: 22 (4d10) Force damage.","Slow (Recharge 5–6). The golem casts the Slow spell, requiring no spell components and using Constitution as the spellcasting ability (spell save DC 17).","","","","","","Any",""
"Storm Giant","MM'25","302","Huge","Giant","chaotic good","16","230 (20d12 + 100)","50 ft., Fly 25 ft. (hover), Swim 50 ft.","29","14","20","16","20","18","Str +14, Con +10, Wis +10, Cha +9","Arcana +8, Athletics +14, History +8, Perception +10","","cold","lightning, thunder","","Darkvision 120 ft., Truesight 30 ft., passive Perception 20","Common, Giant","13 (XP 10,000; PB +5)","Amphibious. The giant can breathe air and water.","Multiattack. The giant makes two attacks, using Storm Sword or Thunderbolt in any combination.
Storm Sword. Melee Attack Roll: +14, reach 10 ft. Hit: 23 (4d6 + 9) Slashing damage plus 13 (3d8) Lightning damage.
Spellcasting. The giant casts one of the following spells, requiring no Material components and using Wisdom as the spellcasting ability (spell save DC 18):At will: Detect Magic, Light1/day: Control Weather
Thunderbolt. Ranged Attack Roll: +14, range 500 ft. Hit: 22 (2d12 + 9) Lightning damage, and the target has the Blinded and Deafened conditions until the start of the giant's next turn.
Lightning Storm (Recharge 5–6). Dexterity Saving Throw: DC 18, each creature in a 10-foot-radius, 40-foot-high Cylinder originating from a point the giant can see within 500 feet. Failure: 55 (10d10) Lightning damage. Success: Half damage.","","","","","","","Coastal, Underwater","Armaments"
"Succubus","MM'25","303","Medium","Fiend","neutral evil","15","71 (13d8 + 13)","30 ft., Fly 60 ft.","8","17","13","15","12","20","","Deception +9, Insight +5, Perception +5, Persuasion +9, Stealth +7","","cold, fire, poison, psychic","","","Darkvision 60 ft., passive Perception 15","Abyssal, Common, Infernal; telepathy 60 ft.","4 (XP 1,100; PB +2)","Incubus Form. When the succubus finishes a Long Rest, it can shape-shift into an Incubus, using that stat block instead of this one.","Multiattack. The succubus makes one Fiendish Touch attack and uses Charm or Draining Kiss.
Fiendish Touch. Melee Attack Roll: +7, reach 5 ft. Hit: 16 (2d10 + 5) Psychic damage.
Charm. The succubus casts Dominate Person (level 8 version), requiring no spell components and using Charisma as the spellcasting ability (spell save DC 15).
Draining Kiss. Constitution Saving Throw: DC 15, one creature Charmed by the succubus within 5 feet. Failure: 13 (3d8) Psychic damage. Success: Half damage. Failure or Success: The target's Hit Point maximum decreases by an amount equal to the damage taken.","Shape-Shift. The succubus shape-shifts to resemble a Medium or Small Humanoid or back into its true form. Its game statistics are the same in each form, except its Fly Speed is available only in its true form. Any equipment it's wearing or carrying isn't transformed.","","","","","","Planar (Lower Planes), Urban","Implements"
"Swarm of Bats","MM'25","370","Large","swarm of Tiny Beasts","unaligned","12","11 (2d10)","5 ft., Fly 30 ft.","5","15","10","2","12","4","","","","bludgeoning, piercing, slashing","","charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","Blindsight 60 ft., passive Perception 11","—","1/4 (XP 50; PB +2)","Swarm. The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny bat. The swarm can't regain Hit Points or gain Temporary Hit Points.","Bites. Melee Attack Roll: +4, reach 5 ft. Hit: 5 (2d4) Piercing damage, or 2 (1d4) Piercing damage if the swarm is Bloodied.","","","","","","","Forest, Mountain, Underdark, Urban",""
"Swarm of Crawling Claws","MM'25","83","Medium","swarm of Tiny Undead","neutral evil","12","49 (11d8)","30 ft., Climb 30 ft.","14","14","11","5","10","4","","","","bludgeoning, piercing, slashing","necrotic, poison","charmed, exhaustion, frightened, grappled, incapacitated, paralyzed, petrified, poisoned, prone, restrained, stunned","Blindsight 30 ft., passive Perception 10","Understands Common but can't speak","3 (XP 700; PB +2)","Swarm. The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny creature. The swarm can't regain Hit Points or gain Temporary Hit Points.","Swarm of Grasping Hands. Melee Attack Roll: +4, reach 5 ft. Hit: 20 (4d8 + 2) Necrotic damage, or 11 (2d8 + 2) Necrotic damage if the swarm is Bloodied. If the target is a Medium or smaller creature, it has the Prone condition.","","","","","","","Any",""
"Swarm of Insects","MM'25","370","Medium","swarm of Tiny Beasts","unaligned","11","19 (3d8 + 6)","20 ft.; Climb or Fly 20 ft. (DM's choice)","3","13","14","1","7","1","","","","bludgeoning, piercing, slashing","","charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","Blindsight 30 ft., passive Perception 8","—","1/2 (XP 100; PB +2)","Spider Climb. If the swarm has a Climb Speed, the swarm can climb difficult surfaces, including along ceilings, without needing to make an ability check.
Swarm. The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain Hit Points or gain Temporary Hit Points.","Bites. Melee Attack Roll: +3, reach 5 ft. Hit: 6 (2d4 + 1) Poison damage, or 3 (1d4 + 1) Poison damage if the swarm is Bloodied.","","","","","","","Desert, Forest, Grassland, Hill, Swamp, Underdark, Urban",""
"Swarm of Piranhas","MM'25","370","Medium","swarm of Tiny Beasts","unaligned","13","28 (8d8 - 8)","5 ft., Swim 40 ft.","13","16","9","1","7","2","","","","bludgeoning, piercing, slashing","","charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","Darkvision 60 ft., passive Perception 8","—","1 (XP 200; PB +2)","Swarm. The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny piranha. The swarm can't regain Hit Points or gain Temporary Hit Points.
Water Breathing. The swarm can breathe only underwater.","Bites. Melee Attack Roll: +5 (with Advantage if the target doesn't have all its Hit Points), reach 5 ft. Hit: 8 (2d4 + 3) Piercing damage, or 5 (1d4 + 3) Piercing damage if the swarm is Bloodied.","","","","","","","Underwater",""
"Swarm of Rats","MM'25","370","Medium","swarm of Tiny Beasts","unaligned","10","14 (4d8 - 4)","30 ft., Climb 30 ft.","9","11","9","2","10","3","","","","bludgeoning, piercing, slashing","","charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","Darkvision 30 ft., passive Perception 10","—","1/4 (XP 50; PB +2)","Swarm. The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny rat. The swarm can't regain Hit Points or gain Temporary Hit Points.","Bites. Melee Attack Roll: +2, reach 5 ft. Hit: 5 (2d4) Piercing damage, or 2 (1d4) Piercing damage if the swarm is Bloodied.","","","","","","","Forest, Swamp, Underdark, Urban",""
"Swarm of Ravens","MM'25","371","Medium","swarm of Tiny Beasts","unaligned","12","11 (2d8 + 2)","10 ft., Fly 50 ft.","6","14","12","5","12","6","","Perception +5","","bludgeoning, piercing, slashing","","charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","passive Perception 15","—","1/4 (XP 50; PB +2)","Swarm. The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny raven. The swarm can't regain Hit Points or gain Temporary Hit Points.","Beaks. Melee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6 + 2) Piercing damage, or 2 (1d4) Piercing damage if the swarm is Bloodied.
Cacophony (Recharge 6). Wisdom Saving Throw: DC 10, one creature in the swarm's space. Failure: The target has the Deafened condition until the start of the swarm's next turn. While Deafened, the target also has Disadvantage on ability checks and attack rolls.","","","","","","","Hill, Swamp, Urban",""
"Swarm of Venomous Snakes","MM'25","371","Medium","swarm of Tiny Beasts","unaligned","14","36 (8d8)","30 ft., Swim 30 ft.","8","18","11","1","10","3","","","","bludgeoning, piercing, slashing","","charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","Blindsight 10 ft., passive Perception 10","—","2 (XP 450; PB +2)","Swarm. The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny snake. The swarm can't regain Hit Points or gain Temporary Hit Points.","Bites. Melee Attack Roll: +6, reach 5 ft. Hit: 8 (1d8 + 4) Piercing damage—or 6 (1d4 + 4) Piercing damage if the swarm is Bloodied—plus 10 (3d6) Poison damage.","","","","","","","Coastal, Desert, Forest, Grassland, Hill, Swamp",""
